ID Industry Group,Industry Group,ID Year,Year,ID Workforce Status,Workforce Status,Average Wage,Average Wage Appx MOE,Record Count,Slug Industry Group
"111","Farming",2018,"2018","true","true",34777.379467103274,1123.2463306955701,9139,"farming"
"112","Animal production & aquaculture",2018,"2018","true","true",36056.15665512561,1742.0855654318314,4752,"animal-production-aquaculture"
"1133","Logging",2018,"2018","true","true",40978.44128123199,3594.700491798613,876,"logging"
"113M","Forestry except logging",2018,"2018","true","true",53318.24607672188,3602.6075065868417,494,"forestry-except-logging"
"114","Fishing, hunting & trapping",2018,"2018","true","true",43020.80523670658,6645.46017527746,337,"fishing-hunting-trapping"
"115","Support activities for agriculture & forestry",2018,"2018","true","true",33575.36450757311,1988.0281595351846,1400,"support-activities-for-agriculture-forestry"
"211","Oil & gas extraction",2018,"2018","true","true",118903.14237671685,7423.160023415477,1285,"oil-gas-extraction"
"2121","Coal mining",2018,"2018","true","true",78023.73818689797,4897.844902312367,693,"coal-mining"
"2122","Metal ore mining",2018,"2018","true","true",80259.59109900091,6282.784232469528,435,"metal-ore-mining"
"2123","Nonmetallic mineral mining & quarrying",2018,"2018","true","true",58894.73705834018,3117.5982999660796,1135,"nonmetallic-mineral-mining-quarrying"
"213","Support activities for mining",2018,"2018","true","true",83133.07327130153,2777.149147422591,4024,"support-activities-for-mining"
"23","Construction",2018,"2018","true","true",53122.591921624284,414.87951581522253,81206,"construction-23"
"3113","Sugar & confectionery products",2018,"2018","true","true",54437.72794703473,4919.408678143086,830,"sugar-confectionery-products"
"3114","Fruit & vegetable preserving & specialty food manufacturing",2018,"2018","true","true",49915.335373680784,3468.8686545499377,1461,"fruit-vegetable-preserving-specialty-food-manufacturing"
"3115","Dairy product manufacturing",2018,"2018","true","true",52973.730733241006,2694.78570026969,1716,"dairy-product-manufacturing"
"3116","Animal slaughtering & processing",2018,"2018","true","true",38981.9052036727,1343.1799677654744,4128,"animal-slaughtering-processing"
"311811","Retail bakeries",2018,"2018","true","true",24831.436904440645,1489.3000349073473,1478,"retail-bakeries"
"3118Z","Bakeries & tortilla manufacturing, except retail bakeries",2018,"2018","true","true",43675.789942970725,2445.156755015471,1796,"bakeries-tortilla-manufacturing-except-retail-bakeries"
"311M1","Animal food, grain & oilseed milling",2018,"2018","true","true",61242.47633723637,3651.096418965979,1780,"animal-food-grain-oilseed-milling"
"311M2","Seafood & other miscellaneous foods, n.e.c. ",2018,"2018","true","true",54234.677504226944,3103.0159472484797,2219,"seafood-other-miscellaneous-foods-nec-"
"311S","Not specified food industries, manufacturing",2018,"2018","true","true",57655.19007120921,8532.575576325129,277,"not-specified-food-industries-manufacturing"
"3121","Beverage manufacturing",2018,"2018","true","true",59053.96385149694,2966.3288298246603,2671,"beverage-manufacturing"
"3122","Tobacco manufacturing",2018,"2018","true","true",80090.95490260812,15421.374729559357,168,"tobacco-manufacturing"
"3131","Fiber, yarn, & thread mills",2018,"2018","true","true",38895.25516270338,10269.82479024593,125,"fiber-yarn-thread-mills"
"3132Z","Fabric mills, except knitting mills",2018,"2018","true","true",46466.65872267164,4001.912356858575,871,"fabric-mills-except-knitting-mills"
"3133","Textile & fabric finishing & coating mills",2018,"2018","true","true",48762.48843470812,10883.22550159994,155,"textile-fabric-finishing-coating-mills"
"31411","Carpet & rug mills",2018,"2018","true","true",44597.203012103855,4116.316319643384,478,"carpet-rug-mills"
"314Z","Textile product mills, except carpets & rugs ",2018,"2018","true","true",40640.37243692458,4255.423015707292,735,"textile-product-mills-except-carpets-rugs-"
"315M","Cut and sew, and apparel accessories and other apparel manufacturing",2018,"2018","true","true",45968.092718969965,3646.0543438901173,1667,"cut-and-sew-and-apparel-accessories-and-other-apparel-manufacturing"
"3162","Footwear manufacturing",2018,"2018","true","true",65741.39132938467,14189.70465475155,225,"footwear-manufacturing"
"316M","Leather tanning & finishing, & other allied products manufacturing ",2018,"2018","true","true",37617.80741283507,6236.791803547449,172,"leather-tanning-finishing-other-allied-products-manufacturing-"
"31M","Knitting fabric mills, & apparel knitting mills ",2018,"2018","true","true",45875.83339328106,11176.312747950094,135,"knitting-fabric-mills-apparel-knitting-mills-"
"3211","Sawmills & wood preservation",2018,"2018","true","true",44776.70879268833,2839.593040003631,1436,"sawmills-wood-preservation"
"3212","Veneer, plywood, & engineered wood products ",2018,"2018","true","true",52837.20604737423,6239.794730112341,505,"veneer-plywood-engineered-wood-products-"
"32199M","Prefabricated wood buildings & mobile homes",2018,"2018","true","true",48926.16748536064,6990.169775661254,385,"prefabricated-wood-buildings-mobile-homes"
"3219ZM","Miscellaneous wood products",2018,"2018","true","true",42283.92538384474,2256.4632889689583,2126,"miscellaneous-wood-products"
"3221","Pulp, paper, & paperboard mills ",2018,"2018","true","true",70088.95332130502,2967.1379257962913,1920,"pulp-paper-paperboard-mills-"
"32221","Paperboard container manufacturing",2018,"2018","true","true",54446.72335431259,3992.6806319764682,1002,"paperboard-container-manufacturing"
"3222M","Miscellaneous paper & pulp products",2018,"2018","true","true",63608.82609423733,4906.021552069344,937,"miscellaneous-paper-pulp-products"
"3231","Printing & related support activities",2018,"2018","true","true",47975.306901283926,1607.6192605149004,4819,"printing-related-support-activities"
"32411","Petroleum refining",2018,"2018","true","true",104474.57922649752,5045.110319072422,1692,"petroleum-refining"
"3241M","Miscellaneous petroleum & coal products",2018,"2018","true","true",80575.87989881585,9873.143256776711,277,"miscellaneous-petroleum-coal-products"
"3252","Resin, synthetic rubber, & fibers & filaments manufacturing   ",2018,"2018","true","true",53558.36555083275,3106.253315059682,1655,"resin-synthetic-rubber-fibers-filaments-manufacturing-"
"3253","Agricultural chemical manufacturing",2018,"2018","true","true",78261.02898210619,11574.601090567456,373,"agricultural-chemical-manufacturing"
"3254","Pharmaceutical & medicine manufacturing",2018,"2018","true","true",109051.30490695967,3321.544084754809,5111,"pharmaceutical-medicine-manufacturing"
"3255","Paint, coating, & adhesive manufacturing ",2018,"2018","true","true",70272.00892782529,6857.064821693978,681,"paint-coating-adhesive-manufacturing-"
"3256","Soap, cleaning compound, & cosmetics manufacturing ",2018,"2018","true","true",66499.48049291704,4575.35407186428,1311,"soap-cleaning-compound-cosmetics-manufacturing-"
"325M","Industrial & miscellaneous chemicals",2018,"2018","true","true",85147.2394435706,2792.081989182289,4142,"industrial-miscellaneous-chemicals"
"3261","Plastics product manufacturing",2018,"2018","true","true",52435.45607748162,2101.0905137270024,4454,"plastics-product-manufacturing"
"32621","Tire manufacturing",2018,"2018","true","true",62077.33275093911,3322.318583049402,809,"tire-manufacturing"
"3262M","Rubber products, except tires, manufacturing ",2018,"2018","true","true",50238.43022725072,3902.062778160293,725,"rubber-products-except-tires-manufacturing-"
"32711","Pottery, ceramics, & plumbing fixture manufacturing  ",2018,"2018","true","true",47958.04235010657,5805.869421833608,216,"pottery-ceramics-plumbing-fixture-manufacturing-"
"327120","Clay building material & refractories manufacturing",2018,"2018","true","true",54035.7020067414,8446.386680867956,278,"clay-building-material-refractories-manufacturing"
"3272","Glass & glass product manufacturing",2018,"2018","true","true",51804.26485806711,3290.4624409164526,1354,"glass-glass-product-manufacturing"
"3279","Miscellaneous nonmetallic mineral product manufacturing",2018,"2018","true","true",56625.60675138597,5473.534293397359,772,"miscellaneous-nonmetallic-mineral-product-manufacturing"
"327M","Cement, concrete, lime, & gypsum product manufacturing ",2018,"2018","true","true",55402.77034361515,2527.4586525858617,1570,"cement-concrete-lime-gypsum-product-manufacturing-"
"3313","Aluminum production & processing",2018,"2018","true","true",62494.260581990835,4885.977159080383,656,"aluminum-production-processing"
"3314","Nonferrous metal (except aluminum) production & processing",2018,"2018","true","true",61296.1088410104,5961.4637240673765,571,"nonferrous-metal-except-aluminum-production-processing"
"3315","Foundries",2018,"2018","true","true",56917.54041796354,4699.377337559642,940,"foundries"
"331M","Iron & steel mills & steel product manufacturing",2018,"2018","true","true",63343.78687606959,2515.1671607602066,2777,"iron-steel-mills-steel-product-manufacturing"
"3321","Metal forgings & stampings",2018,"2018","true","true",49300.53811904621,4239.617386194476,653,"metal-forgings-stampings"
"3322","Cutlery & hand tool manufacturing",2018,"2018","true","true",54478.6058752338,5790.642297709048,462,"cutlery-hand-tool-manufacturing"
"3327","Machine shops; turned product; screw, nut & bolt manufacturing  ",2018,"2018","true","true",52560.779026657845,2022.949085800246,3329,"machine-shops-turned-product-screw-nut-bolt-manufacturing-"
"3328","Coating, engraving, heat treating & allied activities ",2018,"2018","true","true",52806.25421235317,4810.63342029836,838,"coating-engraving-heat-treating-allied-activities-"
"33299M","Ordnance",2018,"2018","true","true",51830.3125,4993.351779640232,414,"ordnance"
"332M","Structural metals, & boiler, tank, & shipping container manufacturing ",2018,"2018","true","true",52951.941950922665,1823.1606938556574,3699,"structural-metals-boiler-tank-shipping-container-manufacturing-"
"332MZ","Miscellaneous fabricated metal products manufacturing",2018,"2018","true","true",54975.88518191751,2101.624757160011,3451,"miscellaneous-fabricated-metal-products-manufacturing"
"33311","Agricultural implement manufacturing",2018,"2018","true","true",55350.93408610624,3144.613790241457,1261,"agricultural-implement-manufacturing"
"3331M","Construction, & mining & oil & gas field machinery manufacturing ",2018,"2018","true","true",69308.73745671009,4124.174477345332,1625,"construction-mining-oil-gas-field-machinery-manufacturing-"
"3333","Commercial & service industry machinery manufacturing",2018,"2018","true","true",68371.33948213593,5296.953857592554,869,"commercial-service-industry-machinery-manufacturing"
"3335","Metalworking machinery manufacturing",2018,"2018","true","true",56127.47093328599,2651.537427542881,1471,"metalworking-machinery-manufacturing"
"3336","Engine, turbine, & power transmission equipment manufacturing ",2018,"2018","true","true",73019.57341366363,4259.899570514151,817,"engine-turbine-power-transmission-equipment-manufacturing-"
"333MS","Machinery manufacturing, n.e.c. or not specified",2018,"2018","true","true",62200.468022341556,1639.1528663602874,6979,"machinery-manufacturing-nec-or-not-specified"
"3341","Computer & peripheral equipment manufacturing",2018,"2018","true","true",116142.74334513553,7112.103715057522,1374,"computer-peripheral-equipment-manufacturing"
"3345","Navigational, measuring, electromedical, & control instruments manufacturing",2018,"2018","true","true",81286.79047010154,3181.3268224162734,2734,"navigational-measuring-electromedical-control-instruments-manufacturing"
"334M1","Communications, & audio & video equipment manufacturing",2018,"2018","true","true",92599.59616138799,5412.767983747593,1275,"communications-audio-video-equipment-manufacturing"
"334M2","Electronic component & product manufacturing, n.e.c. ",2018,"2018","true","true",98512.07933091238,3100.5782800843917,5927,"electronic-component-product-manufacturing-nec-"
"3352","Household appliance manufacturing",2018,"2018","true","true",54340.40530829027,4626.533444571386,725,"household-appliance-manufacturing"
"335M","Electric lighting & electrical equipment manufacturing, & other electrical component manufacturing, n.e.c.",2018,"2018","true","true",63641.902962693435,2437.821684353081,3526,"electric-lighting-electrical-equipment-manufacturing-other-electrical-component-manufacturing-nec"
"33641M1","Aircraft & parts manufacturing",2018,"2018","true","true",86771.39204615056,1883.2457614940747,7060,"aircraft-parts-manufacturing"
"33641M2","Aerospace products & parts manufacturing",2018,"2018","true","true",90716.36724445164,6774.341710956195,610,"aerospace-products-parts-manufacturing"
"3365","Railroad rolling stock manufacturing",2018,"2018","true","true",67031.20589406611,6864.79417552963,323,"railroad-rolling-stock-manufacturing"
"3366","Ship & boat building",2018,"2018","true","true",59131.42849383725,2522.2098177449147,1754,"ship-boat-building"
"3369","Other transportation equipment manufacturing",2018,"2018","true","true",54248.579965568555,6698.247839017363,325,"other-transportation-equipment-manufacturing"
"336M","Motor vehicles & motor vehicle equipment manufacturing",2018,"2018","true","true",60725.47365092396,1077.058454803395,13731,"motor-vehicles-motor-vehicle-equipment-manufacturing"
"337","Furniture & related product manufacturing",2018,"2018","true","true",43462.67006887109,1545.8290010265657,4170,"furniture-related-product-manufacturing"
"3391","Medical equipment & supplies manufacturing",2018,"2018","true","true",80749.64477290129,2549.981646867879,5932,"medical-equipment-supplies-manufacturing"
"3399M","Sporting & athletic goods, & doll, toy & game manufacturing  ",2018,"2018","true","true",51991.76185571577,4189.920250087728,812,"sporting-athletic-goods-doll-toy-game-manufacturing-"
"3399ZM","Miscellaneous manufacturing, n.e.c.  ",2018,"2018","true","true",51832.91784301775,2194.976442849618,4447,"miscellaneous-manufacturing-nec-"
"33MS","Not specified metal industries",2018,"2018","true","true",42020.51730190572,6352.048895197284,122,"not-specified-metal-industries"
"3MS","Not specified manufacturing industries",2018,"2018","true","true",47436.45369221944,1679.3227303940457,4777,"not-specified-manufacturing-industries"
"4231","Motor vehicle & motor vehicle parts & supplies merchant wholesalers",2018,"2018","true","true",51953.35456099699,2947.3776592177032,2254,"motor-vehicle-motor-vehicle-parts-supplies-merchant-wholesalers"
"4232","Furniture & home furnishing merchant wholesalers",2018,"2018","true","true",67663.34272756291,7641.3525621849785,726,"furniture-home-furnishing-merchant-wholesalers"
"4233","Lumber & other construction materials merchant wholesalers",2018,"2018","true","true",61516.88151286784,3983.6884430027744,1607,"lumber-other-construction-materials-merchant-wholesalers"
"4234","Professional & commercial equipment & supplies merchant wholesalers",2018,"2018","true","true",81308.32867354891,3628.780916111051,2962,"professional-commercial-equipment-supplies-merchant-wholesalers"
"4235","Metals & minerals (except petroleum) merchant wholesalers",2018,"2018","true","true",65342.80829560155,6549.563589950184,610,"metals-minerals-except-petroleum-merchant-wholesalers"
"4236","Household appliances & electrical & electronic goods merchant wholesalers",2018,"2018","true","true",77013.95326789004,4067.5323994989585,2172,"household-appliances-electrical-electronic-goods-merchant-wholesalers"
"4237","Hardware, & plumbing & heating equipment, & supplies merchant wholesalers",2018,"2018","true","true",63925.92723930211,3897.3090499423565,1722,"hardware-plumbing-heating-equipment-supplies-merchant-wholesalers"
"4238","Machinery, equipment, & supplies merchant wholesalers     ",2018,"2018","true","true",66407.28168394265,2415.128566299381,4160,"machinery-equipment-supplies-merchant-wholesalers-"
"42393","Recyclable material merchant wholesalers",2018,"2018","true","true",44086.198007909436,4107.846134215696,868,"recyclable-material-merchant-wholesalers"
"4239Z","Miscellaneous durable goods merchant wholesalers",2018,"2018","true","true",58508.31132178173,4663.60591034439,1095,"miscellaneous-durable-goods-merchant-wholesalers"
"4241","Paper & paper products merchant wholesalers",2018,"2018","true","true",69983.7144202431,8840.587638606024,532,"paper-paper-products-merchant-wholesalers"
"4243","Apparel, piece goods, & notions merchant wholesalers",2018,"2018","true","true",58340.07390859164,4700.389185180866,1101,"apparel-piece-goods-notions-merchant-wholesalers"
"4244","Grocery & related product merchant wholesalers",2018,"2018","true","true",51786.07672283477,1449.2786856629518,7022,"grocery-related-product-merchant-wholesalers"
"4245","Farm product raw material merchant wholesalers",2018,"2018","true","true",51578.175355843814,4880.849015425981,827,"farm-product-raw-material-merchant-wholesalers"
"4247","Petroleum & petroleum products merchant wholesalers",2018,"2018","true","true",81207.2389874244,6531.5106436343385,984,"petroleum-petroleum-products-merchant-wholesalers"
"4248","Alcoholic beverages merchant wholesalers",2018,"2018","true","true",62820.53507432185,3858.1255146110097,1311,"alcoholic-beverages-merchant-wholesalers"
"42491","Farm supplies merchant wholesalers",2018,"2018","true","true",60292.41104061481,6725.063865003609,590,"farm-supplies-merchant-wholesalers"
"4249Z","Miscellaneous nondurable goods merchant wholesalers",2018,"2018","true","true",53711.9484213368,3795.345540832785,1717,"miscellaneous-nondurable-goods-merchant-wholesalers"
"424M","Drugs, sundries, & chemical & allied products merchant  wholesalers ",2018,"2018","true","true",87868.81465530262,4498.526279176839,2167,"drugs-sundries-chemical-allied-products-merchant-wholesalers-"
"4251","Wholesale electronic markets & agents & brokers",2018,"2018","true","true",66341.25639994867,5045.649046625112,1163,"wholesale-electronic-markets-agents-brokers"
"42S","Not specified wholesale trade",2018,"2018","true","true",52077.07976713406,5005.026217008571,961,"not-specified-wholesale-trade"
"4411","Car Dealers",2018,"2018","true","true",53039.35919544492,1237.947381504921,11733,"car-dealers"
"4412","Other motor vehicle dealers",2018,"2018","true","true",47239.325212662865,3129.3396591966116,1513,"other-motor-vehicle-dealers"
"4413","Automotive parts, accessories, & tire stores  ",2018,"2018","true","true",36368.41002075062,1404.1821018921667,4516,"automotive-parts-accessories-tire-stores-"
"442","Furniture & home furnishings stores",2018,"2018","true","true",41036.74910116152,1590.4190310089502,4908,"furniture-home-furnishings-stores"
"443141","Household appliance stores",2018,"2018","true","true",47827.11790778477,4645.838211186774,512,"household-appliance-stores"
"443142","Electronics stores",2018,"2018","true","true",57924.84731925256,2485.460368823259,4625,"electronics-stores"
"44413","Hardware stores",2018,"2018","true","true",32834.65030428378,2342.4464547868606,2136,"hardware-stores"
"4441Z","Building material & supplies dealers",2018,"2018","true","true",37783.562894724164,983.7343271050423,9989,"building-material-supplies-dealers"
"4442","Lawn & garden equipment & supplies stores",2018,"2018","true","true",39220.826532800915,2197.2824585412386,2407,"lawn-garden-equipment-supplies-stores"
"44511","Supermarkets and Other Grocery (except Convenience) Stores",2018,"2018","true","true",26543.99848560776,478.4145024111412,23560,"supermarkets-and-other-grocery-except-convenience-stores"
"44512","Convenience Stores",2018,"2018","true","true",25873.54397278764,1350.6459221999648,2908,"convenience-stores"
"4452","Specialty food stores",2018,"2018","true","true",28737.277413452743,2069.384417029622,1884,"specialty-food-stores"
"4453","Beer, wine, & liquor stores ",2018,"2018","true","true",38536.89822607707,3123.9967904614405,1388,"beer-wine-liquor-stores-"
"44611","Pharmacies & drug stores",2018,"2018","true","true",48871.460013619326,1433.0052677695148,8617,"pharmacies-drug-stores"
"446Z","Health & personal care, except drug, stores ",2018,"2018","true","true",46523.94981609347,2390.2105011808835,3802,"health-personal-care-except-drug-stores-"
"447","Gasoline stations",2018,"2018","true","true",26806.590765711688,1087.2720628624254,5062,"gasoline-stations"
"4481","Clothing stores",2018,"2018","true","true",29177.75369331683,1011.6291285557728,9497,"clothing-stores"
"44821","Shoe stores",2018,"2018","true","true",29995.615951046937,2692.3333597576966,1563,"shoe-stores"
"4483","Jewelry, luggage, & leather goods stores ",2018,"2018","true","true",40510.96385960544,2747.034461701139,1420,"jewelry-luggage-leather-goods-stores-"
"45113","Sewing, needlework, & piece goods stores ",2018,"2018","true","true",24990.86441621248,3180.1415993659884,507,"sewing-needlework-piece-goods-stores-"
"45114","Musical instrument & supplies stores",2018,"2018","true","true",32942.87314108675,3333.3265903267616,381,"musical-instrument-supplies-stores"
"4511M","Sporting goods, and hobby & toy stores ",2018,"2018","true","true",28853.44717620929,1450.2585713255762,4106,"sporting-goods-and-hobby-toy-stores-"
"45121","Book stores & news dealers",2018,"2018","true","true",26182.546977459548,3451.267658470896,975,"book-stores-news-dealers"
"45221","Department stores",2018,"2018","true","true",26642.70689840826,777.5508910684445,8710,"department-stores"
"4523","General merchandise stores, including warehouse clubs and supercenters",2018,"2018","true","true",27213.54184482798,635.3999419152987,15403,"general-merchandise-stores-including-warehouse-clubs-and-supercenters"
"4531","Retail florists",2018,"2018","true","true",29377.103582471478,3690.75892766757,764,"retail-florists"
"45321","Office supplies & stationery stores",2018,"2018","true","true",42197.531646075724,3235.5142476589263,1225,"office-supplies-stationery-stores"
"45322","Gift, novelty, & souvenir shops",2018,"2018","true","true",24513.604872033688,2001.2784208289074,1502,"gift-novelty-souvenir-shops"
"4533","Used merchandise stores",2018,"2018","true","true",23113.50781043269,2046.9824097772384,2115,"used-merchandise-stores"
"4539","Miscellaneous retail stores",2018,"2018","true","true",35018.04251580152,1764.7054087314584,4219,"miscellaneous-retail-stores"
"454110","Electronic shopping and mail-order houses",2018,"2018","true","true",58649.772254299955,2455.8751261498364,4851,"electronic-shopping-and-mail-order-houses"
"4542","Vending machine operators",2018,"2018","true","true",42215.410358087,4754.482143671747,338,"vending-machine-operators"
"454310","Fuel dealers",2018,"2018","true","true",49517.80240928621,2938.5361203890507,989,"fuel-dealers"
"45439","Other direct selling establishments",2018,"2018","true","true",40259.1832983084,4466.490032280474,971,"other-direct-selling-establishments"
"4MS","Not specified retail trade",2018,"2018","true","true",37888.190724274515,1648.6212636610776,4313,"not-specified-retail-trade"
"2211P","Electric power generation, transmission & distribution",2018,"2018","true","true",89071.48304208957,1786.256818994501,7183,"electric-power-generation-transmission-distribution"
"2212P","Natural gas distribution",2018,"2018","true","true",78549.8782747989,4166.742892939016,1178,"natural-gas-distribution"
"22132","Sewage treatment facilities",2018,"2018","true","true",58014.47139198089,2916.775514756689,1150,"sewage-treatment-facilities"
"2213M","Water, steam, air-conditioning, & irrigation systems",2018,"2018","true","true",57989.71830382818,2133.589216620086,2467,"water-steam-air-conditioning-irrigation-systems"
"221MP","Electric & gas, and other combinations",2018,"2018","true","true",90482.6483235536,4649.495268805921,898,"electric-gas-and-other-combinations"
"22S","Not specified utilities",2018,"2018","true","true",58763.13870815095,6095.744972917492,178,"not-specified-utilities"
"481","Air transportation",2018,"2018","true","true",78701.57352479993,2610.717665869776,5880,"air-transportation"
"482","Rail transportation",2018,"2018","true","true",74627.1424502255,2138.727618756187,2302,"rail-transportation"
"483","Water transportation",2018,"2018","true","true",67508.28334663727,5870.94314562355,747,"water-transportation"
"484","Truck transportation",2018,"2018","true","true",50765.661561256806,772.7811421384641,15926,"truck-transportation"
"4853","Taxi & limousine service",2018,"2018","true","true",29889.554735290698,1308.660780956955,3049,"taxi-limousine-service"
"485M","Bus service & urban transit",2018,"2018","true","true",43676.368142700325,1312.5920804678178,5017,"bus-service-urban-transit"
"486","Pipeline transportation",2018,"2018","true","true",90235.28586669292,6436.620964651087,657,"pipeline-transportation"
"487","Scenic & sightseeing transportation",2018,"2018","true","true",35380.20894031028,4290.877432973163,385,"scenic-sightseeing-transportation"
"488","Services incidental to transportation",2018,"2018","true","true",53044.35153501608,1232.6963633796213,8081,"services-incidental-to-transportation"
"491","Postal Service",2018,"2018","true","true",51730.03489616626,839.1496236661363,6837,"postal-service"
"492","Couriers & messengers",2018,"2018","true","true",44014.88219606662,1256.8042167705157,6836,"couriers-messengers-492"
"493","Warehousing & storage",2018,"2018","true","true",35477.025040976914,963.7170882667749,6993,"warehousing-storage"
"51111","Newspaper publishers",2018,"2018","true","true",47912.14788289043,3297.455242061361,1831,"newspaper-publishers"
"5111Z","Periodical, book, & directory publishers",2018,"2018","true","true",75965.36538325413,4421.408901988302,2199,"periodical-book-directory-publishers"
"5112","Software publishing",2018,"2018","true","true",125084.77180049602,6353.035375495863,1560,"software-publishing"
"5121","Motion pictures & video industries",2018,"2018","true","true",61997.78703090896,3311.0031383163514,4041,"motion-pictures-video-industries"
"5122","Sound recording industries",2018,"2018","true","true",67897.77062518922,14644.277388185757,272,"sound-recording-industries"
"515","Broadcasting (except internet)",2018,"2018","true","true",73755.33314513818,2871.07007403495,4440,"broadcasting-except-internet"
"517311","Wired telecommunications carriers",2018,"2018","true","true",77676.53494451479,2036.8979367249426,5219,"wired-telecommunications-carriers"
"517Z","Telecommunications, except wired telecommunications carriers ",2018,"2018","true","true",76306.56677232747,3004.9711165607437,2788,"telecommunications-except-wired-telecommunications-carriers-"
"5182","Data processing, hosting & related services",2018,"2018","true","true",87089.86398268618,5289.764460793155,1534,"data-processing-hosting-related-services"
"51912","Libraries & archives",2018,"2018","true","true",31536.2473254546,1431.1107378029137,2717,"libraries-archives"
"51913","Internet publishing, broadcasting & web search portals",2018,"2018","true","true",154372.22288531993,9038.994529134214,1711,"internet-publishing-broadcasting-web-search-portals"
"5191ZM","Other information services, except libraries & archives, & internet publishing & broadcasting & web search portals",2018,"2018","true","true",102157.5241935484,13447.649742606918,331,"other-information-services-except-libraries-archives-internet-publishing-broadcasting-web-search-portals"
"5221M","Savings institutions, including credit unions ",2018,"2018","true","true",54766.213619998016,2473.51478118583,2736,"savings-institutions-including-credit-unions-"
"522M","Nondepository credit & related activities",2018,"2018","true","true",93068.2969809545,2804.3926452015817,8631,"nondepository-credit-related-activities"
"5241","Insurance carriers",2018,"2018","true","true",75928.78589548686,1292.5292939672117,18983,"insurance-carriers"
"5242","Agencies, brokerages, and other insurance related activities",2018,"2018","true","true",78789.52966320372,2666.0773116280857,6322,"agencies-brokerages-and-other-insurance-related-activities"
"52M1","Banking & related activities",2018,"2018","true","true",81169.51407552938,1590.2562072080975,20012,"banking-related-activities"
"52M2","Securities, commodities, funds, trusts & other financial investments",2018,"2018","true","true",137709.58436567278,3433.710403711238,11479,"securities-commodities-funds-trusts-other-financial-investments"
"5313","Real estate property managers, offices of real estate appraisers, and other activities related to real estate",2018,"2018","true","true",53426.48688472059,1901.0857763724487,4900,"real-estate-property-managers-offices-of-real-estate-appraisers-and-other-activities-related-to-real-estate"
"531M","Lessors of real estate, and offices of real estate agents and brokers",2018,"2018","true","true",67295.80533187004,1689.8616827214853,16177,"lessors-of-real-estate-and-offices-of-real-estate-agents-and-brokers"
"5321","Automotive equipment rental & leasing",2018,"2018","true","true",44487.628142287664,2987.1880425785794,1652,"automotive-equipment-rental-leasing"
"532M2","Other consumer goods rental",2018,"2018","true","true",45643.04288912338,5527.618031906491,995,"other-consumer-goods-rental"
"53M","Commercial, industrial & other intangible assets rental & leasing",2018,"2018","true","true",76519.90496365298,5126.4350011304505,1149,"commercial-industrial-other-intangible-assets-rental-leasing"
"5411","Legal services",2018,"2018","true","true",105178.96869316643,2524.000983410313,15140,"legal-services"
"5412","Accounting, tax preparation, bookkeeping & payroll services",2018,"2018","true","true",71729.4352288415,2092.066130070182,10236,"accounting-tax-preparation-bookkeeping-payroll-services"
"5413","Architectural, engineering & related services",2018,"2018","true","true",81860.62598839686,1304.0273767695633,15592,"architectural-engineering-related-services"
"5414","Specialized design services",2018,"2018","true","true",57334.346031746034,2707.416221797731,2655,"specialized-design-services"
"5415","Computer Systems Design",2018,"2018","true","true",105081.44261985154,1275.5629536238455,26733,"computer-systems-design"
"5416","Management, scientific & technical consulting services",2018,"2018","true","true",94254.63197920733,1896.7261233583592,15579,"management-scientific-technical-consulting-services"
"5417","Scientific research & development services",2018,"2018","true","true",94254.57726763634,2539.3300894952918,6835,"scientific-research-development-services"
"5418","Advertising, public relations & related services",2018,"2018","true","true",82913.0004539057,2974.7950849150857,5258,"advertising-public-relations-related-services"
"54194","Veterinary services",2018,"2018","true","true",45660.819126539755,2251.9729490665973,4062,"veterinary-services"
"5419Z","Other professional, scientific & technical services ",2018,"2018","true","true",61417.14690389713,3401.428954809095,2936,"other-professional-scientific-technical-services-"
"55","Management of companies & enterprises",2018,"2018","true","true",91612.64065774748,4455.332254256921,2544,"management-of-companies-enterprises-55"
"5613","Employment services",2018,"2018","true","true",45234.94948584006,1443.1002540394727,8327,"employment-services"
"5614","Business support services",2018,"2018","true","true",38252.13669225386,1367.9805307938946,6336,"business-support-services"
"5615","Travel arrangements & reservation services",2018,"2018","true","true",55713.69851354513,2642.3457532860944,2904,"travel-arrangements-reservation-services"
"5616","Investigation & security services",2018,"2018","true","true",40410.799308976915,1192.9683735327244,7315,"investigation-security-services"
"56173","Landscaping services",2018,"2018","true","true",31806.179723114114,847.898447820595,8172,"landscaping-services"
"5617Z","Services to buildings & dwellings (except cleaning during construction & immediately after construction)",2018,"2018","true","true",28416.800401167657,769.8868809715199,9812,"services-to-buildings-dwellings-except-cleaning-during-construction-immediately-after-construction"
"561M","Other administrative & other support services",2018,"2018","true","true",60137.72953436409,2953.6286891600544,3462,"other-administrative-other-support-services"
"562","Waste management & remediation services",2018,"2018","true","true",51510.97610022665,1686.426174216005,4402,"waste-management-remediation-services"
"6111","Elementary & secondary schools",2018,"2018","true","true",44658.320476582085,264.2488252537232,96087,"elementary-secondary-schools"
"611M1","Colleges, universities & professional schools, including junior colleges",2018,"2018","true","true",53270.813219041534,726.6644610654631,46178,"colleges-universities-professional-schools-including-junior-colleges"
"611M2","Business, technical & trade schools and training",2018,"2018","true","true",55801.25749121143,4988.527802216097,1068,"business-technical-trade-schools-and-training"
